stock_id,出表日期,公司名稱,公司簡稱,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額,私募股數,特別股,編制財務報表類型,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,網址
9926,109/10/25,新海瓦斯股份有限公司,新海,－ ,油電燃氣業,新北市三重區力行路一段52號(通訊地址),35433242,謝榮富,李振隆,張志雄,副總經理,湯慰祖,(02)2982-1131,19660611,19980408,新台幣                 10.0000元,1795040750,0,0,1,元富證券股份有限公司股務代理部,(02)2768-6668,台北市松山區光復北路11巷35號地下一樓,勤業眾信聯合會計師事務所,蘇郁琇,林宜慧,S.H.,"No.52, SECTION 1, LI-SHING ROAD, SAN CHUNG DISTRICT.NEW TAIPEI CITY, TAIWAN, R.O.C.",(02)2982-6901,service@shinhaigas.com.tw,http://www.shinhaigas.com.tw/
9927,109/10/25,泰銘實業股份有限公司,泰銘,－ ,其他,高雄市大寮區莒光三街六號,79875202,陳豊明,李茂生,童新沅,財會部經理,李淑芬,(07)787-2278,19830219,19990312,新台幣                 10.0000元,2091481670,0,0,1,台新國際商業銀行股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,陳珍麗,郭麗園,TMI,"NO.6,Chu Kuang 3rd StDaliao Dist, Kaohsiung City,Taiwan,R.O.C",(07)787-3496,financial@tmicl.com.tw,www.tmicl.com.tw
9928,109/10/25,中國電視事業股份有限公司,中視,－ ,其他,台北市南港區重陽路118號,18556774,邱佳瑜,胡雪珠,胡雪珠,總經理,姚欣偉,(02)2783-8308,19681024,19990809,新台幣                 10.0000元,1507245830,21843090,0,1,凱基證券股份有限公司,02- 2389-2999,台北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,曾國禓,賴麗真,CTV,"118,Chung-Yang RoadTaipe,Taiwan,ROC",(02)2796-5284,091002@mail.chinatv.com.tw,www.ctv.com.tw
9929,109/10/25,秋雨創新股份有限公司,秋雨,－ ,其他,台北市信義區市民大道六段288號9樓,69439272,陳慧遊,謝志達,陳延暉,法務主管,張麗珠,(02)87681999,19761001,19990628,新台幣                 10.0000元,1688000000,73000000,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,翁世榮,廖福銘,CHOICE,"9F, No.288, Sec. 6, Civic Blvd.,  Taipei City 11087Taipei,Taiwan,ROC",(02)87681966,job@choicecompany.com.tw,http://www.choiceprintgroup.com
9930,109/10/25,中聯資源股份有限公司,中聯資源,－ ,其他,80661高雄市前鎮區成功二路88號22樓,86119908,張鴻昌,上官世和,鍾鴻書,副總經理,林清安,(07)336-8377,19910525,19991122,新台幣                 10.0000元,2485403680,0,0,1,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號4樓,勤業眾信聯合會計師事務所,許瑞軒,王兆群,CHC,"22F,No.88,Chenggong 2nd Rd.,Qian-Zhen,Kaohsiung,80661,Taiwan,R.O.C",(07)336-8433,avo@chc.com.tw,www.chc.com.tw
9931,109/10/25,欣高石油氣股份有限公司,欣高,－ ,油電燃氣業,高雄市鹽埕區大義街56號,79882718,陳建東,陳榮信,萬家驊,董事會秘書,黃羅慧,75315701,19831215,20000321,新台幣                 10.0000元,1104305530,0,0,1,群益金鼎證券股份有限公司,02-27023999,台北市大安區敦化南路二段97號B2,正風聯合會計師事務所,賴永吉,周銀來,HSIN KAO,"56,TA-YI ST.YEN CHENG DIST.KAOHSIUNG, TAIWAN R.O.C.",75312932,hsinkao.gas@msa.hinet.net,www.hkgas.com.tw
9933,109/10/25,中鼎工程股份有限公司,中鼎,－ ,其他,台北市中山北路六段89號,20817282,楊宗興,陳裕仁,蕭銘證,副總經理,林盟智,(02)2833-9999,19790406,19930528,新台幣                 10.0000元,7633352510,0,0,1,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,林一帆,張淑瓊,CTCI,"89, Sec. 6, Zhongshan North RoadTAIPEI, TAIWAN, R.O.C.",(02)2833-8899,ctcigrp@ctci.com,www.ctci.com
9934,109/10/25,成霖企業股份有限公司,成霖,－ ,其他,台中市潭子區(台中加工出口區)建國路22號,30899261,歐陽玄,托德泰爾伯特,陳宗民,集團財務長,石乃菁,04-25349676,19791029,20000911,新台幣                 10.0000元,3568489620,0,0,1,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,黃宇廷,黃子評,GUIC,"22,Chien-Kuo Rd.Taichung Export Processing Zone Taiwan",04-25340840,-,https://tw.globeunion.com/
9935,109/10/25,慶豐富實業股份有限公司,慶豐富,－ ,其他,彰化縣福興鄉沿海路四段三七三號,59198197,許閔琁,許竣然,許竣然,總經理,陳俊仲,04-7801967,19770309,20000911,新台幣                 10.0000元,1696233420,23522617,0,1,群益金鼎證券股份有限公司,02-27035000,台北市大安區敦化南路二段九十七號B2,安侯建業聯合會計師事務所,呂觀文,許育峰,CF,"373. SEC.  4, YEN-HAI  RD, FU-NAN VILLAGEFU HSIEN  CHANG-HWA TAIWAN R.O.C 50602",04-7707789,ir@chingfeng.com,http://www.chingfeng.com
9937,109/10/25,全國加油站股份有限公司,全國,－ ,油電燃氣業,台北市羅斯福路六段140號4樓,22958907,賴正時,蔡佳璋,蔡佳璋,總經理,林玉儷,(02)2935-6500,19880808,20000911,新台幣                 10.0000元,3090430000,0,0,1,元大證券股份有限公司,(02)2586-5859,103台北市大同區承德路三段210號B1,安永聯合會計師事務所,林麗凰,劉慧媛,NPC,"4F,No.140,Sec.6,Roosevelt Road,Taipei,Taiwan,R.O.C.",(02)2935-6505,peggy@npcgas.com.tw,http://www.npcgas.com.tw
9938,109/10/25,台灣百和工業股份有限公司,百和,－ ,其他,彰化縣和美鎮好修里和港路575號,9468343,鄭森煤,鄭誠禕,葉桂珠,副總經理,葉淑惠,04-7565307,19850114,20010112,新台幣                 10.0000元,2979639020,0,0,1,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,蔣淑菁,蘇定堅,Taiwan Paiho,"NO.575, Ho Kang Rd. Ho Mei TownChang Hua County, Taiwan, R.O.C.",04-7570670,finance@paiho.com,http://www.paiho.com
9939,109/10/25,宏全國際股份有限公司,宏全,－ ,其他,台中市西屯區工業區2路6號,58176511,戴宏全,曹世忠,盧麒伊,投資人關係室主任,尚未派任,04-23590088,19690715,20010302,新台幣                 10.0000元,2877858790,0,0,1,凱基證券股份有限公司,02-23148800,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,曾棟鋆,顏曉芳,HON CHUAN,"No.6, 2nd. Road, Industrial Park, Xitun Dist.Taichung Taiwan, R.O.C",04-23590086,emily@mail.honchuan.com.tw,www.honchuan.com
9940,109/10/25,信義房屋股份有限公司,信義,－ ,其他,台北市信義區信義路五段一００號,22354940,薛健平,劉元智,周莊雲,策略長,陳志桓,27557666,19870121,20010917,新台幣                 10.0000元,7368465000,0,0,1,群益金鼎證券(股)公司股務代理部,27023999,台北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,徐文亞,賴冠仲,Sinyi,"No.100, SEC.5, XINYIROAD, XINYI DISTRICTTAIPEI,TAIWAN",27228169,S350310@sinyi.com.tw,WWW.SINYI.COM.TW
9941,109/10/25,裕融企業股份有限公司,裕融,－ ,其他,台北市敦化南路二段二號十五樓,23528130,嚴陳莉蓮,許國興,廖淑華,協理,陳宣如,2702-5055,19900412,20010917,新台幣                 10.0000元,4323013370,0,100000000,1,裕融企業股份有限公司股務室,2515-6421,台北市南京東路二段150號7樓,勤業眾信會計師事務所,郭俐雯,范有偉,YFC,"15F., No.2, Sec. 2, Dunhua South RoadTaipei,Taiwan",2702-9347,may.liao@tac.com.tw,http://www.tac.com.tw
9942,109/10/25,茂順密封元件科技股份有限公司,茂順,－ ,其他,南投市南崗工業區工業路336號,61904541,石正復,石銘耀,薛汝青,財務部經理,陳玉琴,(049)2255-011,19760804,20020128,新台幣                 10.0000元,831613200,0,0,1,元大證券股份有限公司,(02)2586-5859,台北市大同區承德路三段210號B1,資誠聯合會計師事務所,楊明經,徐建業,MAO SHUN,"NO 336 INDUSTRIAL ROAD., NANKANG INDUSTRIAL ZONE,NANTOU CITY, TAIWAN , R.O.C.",(049)2255-401,simon@mail.nak.com.tw,www.nak.com.tw
9943,109/10/25,好樂迪股份有限公司,好樂迪,－ ,觀光事業,台北市信義區忠孝東路5段293號4樓,84256265,顏瓊章,鄭景文,李俊德,財務處協理,李易翰,(02)2769-5567,19930410,20020826,新台幣                 10.0000元,1473176000,0,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段６號６樓,勤業眾信會計師事務所,張敬人,李東峰,HOLIDAY,"4th Floor Zhongxiao East Road, Xinyi District, Taipei 293 paragraph 5Taipei,Taiwan,R.O.C",(02)2769-6607,ir@holiday.com.tw,www.holiday.com.tw
9944,109/10/25,新麗企業股份有限公司,新麗,－ ,其他,桃園市八德區聯華街41號,33375909,簡瑞瑞,簡榮富,簡榮富,資深總經理,施中南,(03)365-9903,19620914,20020826,新台幣                 10.0000元,1091071000,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,國富浩華聯合會計師事務所,邵朝彬,黃素絹,Shinih,"No.41, Lianhua StBade Dist., Taoyuan City 334, Taiwan",(03)3653635,ir@shinih.com,www.shinih.com.tw
9945,109/10/25,潤泰創新國際股份有限公司,潤泰新,－ ,其他,台北市八德路二段三０八號十一樓之一,12139612,簡滄圳,李志宏,簡滄圳,董事長,葉天政,81619888,19770912,19920430,新台幣                 10.0000元,15048809980,0,0,1,本公司股務室,81619888,台北市八德路二段三０八號十二樓,資誠聯合會計師事務所,王照明,徐明釧,RUENTEX DEVELOP,"11/F,No.308,Section 2, Bade Road,Taipei,Taiwan,Republic of China",81617968,cmc@mail.ruentex.com.tw,www.rt-develop.com.tw
9946,109/10/25,三發地產股份有限公司(原:金革),三發地產,－ ,建材營造,台北市松山區八德路3段30號12樓,84466749,蔡智杰,蔡智杰,蔡文玲,副總經理,-,2570-9988,19930920,20130917,新台幣                 10.0000元,3008208670,0,0,1,元大證券股份有限公司,25865859,台北市大同區承德路3段210號B1,安侯建業聯合會計師事務所,陳宗哲,張淑瑩,SANFAR,"12F, No.30, Section 3, Bade Road, Songshan DistrictTaipei City, Taiwan",2570-6985,contact01@sanfar.com.tw,https://www.sanfar.com.tw
9955,109/10/25,佳龍科技工程股份有限公司,佳龍,－ ,其他,桃園市觀音區大潭里一鄰環科路323號,97211972,吳界欣,吳界欣,陸怡豪,策略顧問,黃文廷,(03)473-6566,19960925,20080121,新台幣                 10.0000元,1032082290,0,0,1,元富證券股份有限公司,(02)2768-6668,105台北市松山區光復北路11巷35號B1,安永聯合會計師事務所,洪茂益,鄭清標,SDTI　,"No.12,Rung-Kung S. STTao-Yuan 328, Taiwan,ROC",(03)473-5259,service@sdti.com.tw,www.sdti.com.tw
9958,109/10/25,世紀鋼鐵結構股份有限公司,世紀鋼,－ ,鋼鐵工業,桃園市觀音區中山路一段1119號,22649001,賴文祥,林明政,李育慶,業務部副總經理,李光明,03-4730201,19871009,20080312,新台幣                 10.0000元,2108290610,0,0,1,群益金鼎證券股份有限公司,(02)2702-3999,台北市106大安區敦化南路二段97號B2,安永聯合會計師事務所,鄭清標,洪茂益,CIAS　　,"No.1119,Sec.1,Zhongshan Rd.,Guanyin Shiang,Taoyuan County 328,Taiwan(R.O.C)TAOYUAN, TAIWAN",03-4738325,ct.service@century.com.tw,www.century.com.tw
1240,109/10/25,茂生農經股份有限公司,茂生農經,－ ,農業科技,台北市和平西路一段三十號二樓,18795706,吳清德,黃強,林信鴻,董事長特助,陳月裡,02-23671162,19670218,20180808,新台幣                 10.0000元,350097000,0,0,2,元大證券股份有限公司股務代理部,02-2586-5859,台北市承德路三段210號地下一樓,勤業眾信聯合會計師事務所,陳重成,張耿禧,MORNSUN　,"2F.,No.30,Sec. 1,Heping W.Rd.,Zhongzheng Dist.,Taipei City 100TAIPEI,TAIWAN(R.O.C)",02-23640694,bedford@morn-sun.com.tw,https://www.morn-sun.com.tw/　
1258,109/10/25,其祥生物科技控股有限公司,其祥-KY,KY 開曼群島                                                    ,食品工業,台北市中山區松江路51號8樓,53028230,王其祥,王建山,王建山,總經理,游志宗,(02)2518-4933,20100511,20111212,新台幣                 10.0000元,368197910,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路1段83號3樓,安永聯合會計師事務所,王彥鈞,劉榮進,Kee Song,"8F., No.51, Songjiang Rd., Zhongshan Dist.Taipei City 104, Taiwan (R.O.C.)",(02)2503-4933,investor@keesong.com,http://keesongbiotech.com/
1259,109/10/25,安心食品服務股份有限公司,安心,－ ,觀光事業,台北市中山區松江路156-1號8樓,23928945,林建元,高順興,施啟寅,協理,何頎胤,(02)2567-5001,19901123,20111215,新台幣                 10.0000元,323895000,0,0,1,群益金鼎證券(股)公司股務代理部,(02)27023999,(106)台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,支秉鈞,吳郁隆,AN-SHIN,"8F.156-1,Sung Chiang RoadTaipei 104 R.O.C.",(02)2567-1692,ir@mos.com.tw,http://www.mos.com.tw
1264,109/10/25,德麥食品股份有限公司,德麥,－ ,食品工業,新北市五股區五權五路31號,23420497,林雪嬌,吳文欽,邱俊榮,財務經理,賴素瑛,(02)2298-1347,19890629,20150409,新台幣                 10.0000元,336959700,0,0,1,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,陳薔旬,陳招美,TEHMAG,"No.31,Wuquan 5th Rd.,Wugu Dist.,New Taipei City,Taiwan,R.O.C.",(02)2298-2263,ir@tehmag.com.tw,http://www.tehmag.com.tw
1268,109/10/25,漢來美食股份有限公司,漢來美食,－ ,觀光事業,高雄市前金區成功一路266號21樓之1,80352343,賴宗成,林淑婷,林淑婷,總經理,柯柏良,(07)213-5788,20030109,20170927,新台幣                 10.0000元,377237300,0,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,陳珍麗,江佳玲,Hi-Lai Foods,"21F-1, No.266, Cheng-Kung 1st Road,80146 Kaohsiung City,Taiwan, R.O.C.",(07)215-5956,stock@hilai-foods.com,www.hilai-foods.com
1333,109/10/25,恩得利工業股份有限公司,恩得利,－ ,電子零組件業,新北市三重區重新路五段609巷8號5F-3,84584513,黃壽佐,康榮寶,呂勝光,財會部協理,洪敦義,(02)2999-6992,19931016,20050808,新台幣                 10.0000元,745153750,23455000,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路1段83號5樓,建智聯合會計師事務所,廖年傑,黃祥穎,Entery,"5F-3,No.8, Ln. 609, Sec.5, Chongxin Rd.,Sanchong Dist., New Taipei City ,Taiwan",(02)2999-7900,victor_lu@entery.com.tw,www.entery.com.tw
1336,109/10/25,台翰精密科技股份有限公司,台翰,－ ,電子零組件業,新北市新莊區五權一路9號5樓之1,22589593,楊劍平,楊劍平,陳進成,董事長特別助理,彭俊鑫,02-22902258,19870828,20071102,新台幣                 10.0000元,770984190,0,0,1,永豐金證券(股)公司股務代理部,02-23816288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,翁博仁,池瑞全,TAIHAN,"5F.-1, No.9, Wuquan 1st Rd. Xinzhuang Dist.,New Taipei City 248, Taiwan (R.O.C.)",02-22994848,robin_chen@thpt.com.tw,www.thpt.com.tw
1565,109/10/25,精華光學股份有限公司,精華,－ ,生技醫療業,新北市汐止區大同路一段276之2號4、5樓,22195654,陳明賢,周育然,周華玲,稽核室副理,楊萬成,(02)8691-6000,19860924,20040330,新台幣                 10.0000元,504165160,0,0,1,元大證券股務代理部,(02)2586-5859,台北市大同區承德路三段210號  B1,資誠聯合會計師事務所,鄧聖偉,游淑芬,St.Shine　,"4, 5F, No. 276-2, Sec. 1, Ta Tung Rd,,Hsi Chih Dist., New Taipei City, Taiwan",(02)2647-9369,s0505@stshine.com.tw,http://www.stshine.com.tw
1569,109/10/25,濱川企業股份有限公司,濱川,－ ,電腦及週邊設備業,高雄市大寮區大發工業區興業路二號,76404919,蕭欽銘,蕭欽群,李璠,副總經理,金浩,07-7871521,19830330,20050729,新台幣                 10.0000元,1145914950,0,0,1,富邦綜合證券股份有限公司,02-23611300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,許瑞軒,劉裕祥,Bin Chuan,2 Shing Yeh Road Ta-fa Industrial ZoneKoahsiung  Taiwan R.O.C,07-7871515,fan_lee@hamagawa.com,www.hamagawa.com
1570,109/10/25,力肯實業股份有限公司,力肯,－ ,電機機械,新北市八里區博物館路81號,36253534,溫銘漢,溫銘漢,溫銘漢,董事長兼總經理,柯維祥,(02)2619-5619,19831223,20050630,新台幣                 10.0000元,515008390,0,0,1,元富證券股份有限公司股務代理部,(02)2768-6668,105台北市松山區光復北路11巷35號B1,勤業眾信聯合會計師事務所,陳致源會計師,楊清鎮會計師,De Poan,"NO.81, MUSEUM ROADBa-Li District, New Taipei City, Taiwan",(02)2619-5618,wilson-ko@depoan.com,www.depoan.com
1580,109/10/25,新麥企業股份有限公司,新麥,－ ,電機機械,新北市五股區五權六路23號,12461082,謝順和,謝順和,黃宇彤,財務長,翁麗勉,02-22981148,19830927,20071210,新台幣                 10.0000元,502302420,0,0,1,台新國際商業銀行股務代理部,02-25048125,台北市建國北路一段96號B1,勤業眾信聯合會計師事務所,陳招美,陳薔旬,SINMAG,"No.23, Wuquan 6th Rd., Wugu Dist.New Taipei City , Taiwan (R.O.C.)",02-22981718,sinmag.tw@sinmag.com.tw,www.sinmag.com.tw
1584,109/10/25,精剛精密科技股份有限公司,精剛,－ ,其他,台南市柳營區工一路15號(環保科技園區),80334042,王炯棻,林嘉洪,林嘉洪,總經理,林美伶,06-6235143,20020515,20071128,新台幣                 10.0000元,824705330,0,0,1,元大證券股份有限公司,02-25865859,103 台北市承德路三段210號B1,勤業眾信聯合會計師事務所,趙永祥,邱盟捷,STC,"No.15,Gong 1st Road,Da Nong Village, Liouying Township, Tain",06-6233311,http://www.s-tech.com.tw,http://www.s-tech.com.tw
1586,109/10/25,和勤精機股份有限公司,和勤,－ ,電機機械,彰化縣埔鹽鄉南新村好金路47-4號,86985605,黃亦翔,黃亦翔,黃湘怡,集團副總經理,陳益莊,04-8655701,19921109,20120109,新台幣                 10.0000元,838841220,0,0,1,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳宗哲,陳國宗,CFTC,"No.47-4, Haojin Rd.,Changhua County, 51648, Taiwan ,R.O.C.",04-8655840,service@cftc.tw,http://www.cftc.tw
1591,109/10/25,英屬開曼群島商駿吉控股(股)公司,駿吉-KY,KY 開曼群島                                                    ,電機機械,"P.O. B 10240, 4th Floor, Harbour Place, 103 South Church St.",53650116,江文洲,江文洲,張志豪,財會主管,陳瑞春,+60-6-6779543,20091119,20120323,新台幣                 10.0000元,331648070,0,0,1,第一金證券股份有限公司,(02)25635711,台北市大安區安和路一段27號六樓,安永聯合會計師事務所,謝勝安,王彥鈞,INMAX,"2F., No.25, Liao Yang 1 St. Beitun Dist.Taichung City 40667, Taiwan (R.O.C.)",+60-6-6793008,ky1591@inmax-fasteners.com,Http://www.inmax-fasteners.com
1593,109/10/25,祺驊股份有限公司,祺驊,－ ,生技醫療業,新竹縣湖口鄉德興路231號,97432341,徐鉦鑑,李穎哲,黃寧民,財務部副總經理,連子瑞,03-6992860,19970315,20120613,新台幣                 10.0000元,319484550,0,0,1,富邦綜合證券(股)公司股務代理部,02-23611300,台北市許昌街17號2樓,勤業眾信聯合會計師事務所,施錦川,鄭淂蓁,CHI HUA,"No. 231 , Dexing  Rd.HuKou Township , Hsinchu County,Taiwan",03-5906393,ir@chihua.com.tw,http://www.chihua.com.tw
1595,109/10/25,川寶科技股份有限公司,川寶,－ ,電子零組件業,桃園市蘆竹區長興路三段277巷33號,16860440,張鴻明,張鴻明,簡麗真,協理,陳軒儀,03-3249948,19990219,20111004,新台幣                 10.0000元,471481340,0,0,1,群益金鼎證券股份有限公司,02-27035000,台北巿敦化南路2段97號B2,勤業眾信聯合會計師事務所,葉東煇,林政治,CBT,"No.33, Ln. 277, Sec. 3, Changxing Rd., Luzhu Dist.,Taoy uan Cit y 338, Taiwan",03-3249968,spokesman@cbtech.com.tw,http://www.cbtech.com.tw/
1597,109/10/25,直得科技股份有限公司,直得,－ ,電機機械,74145 台南市南部科學園區新市區大利一路3號,16755427,陳麗芬,許明哲,李柏蒼,財務長,許澄璞,(06)505-5858,19981019,20121228,新台幣                 10.0000元,811875490,0,0,1,富邦綜合證券股份有限公司,(02)2361-1300,台北市10047中正區許昌街17號2樓,資誠聯合會計師事務所,林永智,林姿妤,cpc,"No.3, Dali 1st Rd., Xinshi Dist., Southern Taiwan Science Park,Tainan City 74145,Taiwan (R.O.C.)",(06)505-5959,act07@mail2.chieftek.com,http://www.chieftek.com/
1599,109/10/25,宏佳騰動力科技股份有限公司,宏佳騰,－ ,電機機械,台南市山上區南洲里南洲41號,80621419,鍾杰霖,鍾杰霖,林佳慧,經理,胡春慧,06-5783988,20031225,20121225,新台幣                 10.0000元,771317640,0,0,1,統一綜合證券股份有限公司,02-27463797,臺北市松山區東興路8號B1,資誠聯合會計師事務所,林永智,田中玉,AEON,"No.41,Nanzhou,Shanshang Dist.,Tainan City 74342,Taiwan(R.O.C.)",06-5783136,aeon@aeonmotor.com.tw,www.aeonmotor.com
1742,109/10/25,台灣蠟品股份有限公司,台蠟,－ ,化學工業,嘉義縣民雄工業區中正路一號,22625269,林哲印,林哲印,林哲印,總經理,廖振淵,05-2219180,19870813,20040514,新台幣                 10.0000元,715500000,30088905,0,1,康和綜合證券股份有限公司,02-87871118,台北市信義區基隆路一段176號B1,霈昇聯合會計師事務所,林憲章,王新元,TWC,"1,CHUNG CHENG ROAD,MINHSIUNG INDUSTRIAL PARK　CHIAYI TAIWAN REP.OF CHINA",05-2130645,twx6688@ms26.hinet.net,http://www.wax.com.tw/
1752,109/10/25,南光化學製藥股份有限公司,南光,－ ,生技醫療業,台南市新化區中山路1001號,69275313,陳立賢,王玉杯,蔡文泳,處長,陳本忠,06-5984121,19730820,20090810,新台幣                 10.0000元,1009884720,0,0,1,日盛證券股份有限公司,02-25419977,台北市中山區南京東路二段85號7F,資誠聯合會計師事務所台南所,田中玉,林姿妤,NANG KUANG　　,"1001, CHUNG SHAN ROAD, SINHUA  CHEN　　TAINAN  HSIEN  , TAIWAN , R.O.C",06-5981845,nkcp@ms15.hinet.net,http://www.nangkuang.com.tw
1777,109/10/25,生泰合成工業股份有限公司,生泰,－ ,生技醫療業,台南市新營區開元路168號,72197621,蕭振明,王義烽,王義烽,總經理,莊美琪,06-6362121~3,19821109,20051019,新台幣                 10.0000元,300595500,0,0,2,元大證券股份有限公司股務代理部,(02)2586-5859,103台北市大同區承德路3段210號B1,資誠聯合會計師事務所,田中玉,劉子猛,SYN-TECH,"No.168 Kai Yuan Rd., Hsin Ying DistrictTainan City 73055, Taiwan, R.O.C",06-6351165,fc3@syn-tech.com.tw,http://www.syn-tech.com.tw
1781,109/10/25,合世生醫科技股份有限公司,合世,－ ,生技醫療業,新北市中和區建一路186號9樓,97304042,楊國和,楊國和,李淑芬,財務處副總,李永珍,82271300,19961216,20041224,新台幣                 10.0000元,474076050,0,0,1,中國信託商業銀行,02-66365566,台北市中正區重慶南路一段八十三號五樓,資誠聯合會計師事務所,徐明釧,支秉鈞,H&L,"9F.NO.186 Jian Yi  Road Chung Ho CityTaipei,Taiwan",82271301,public@hlmt.com.tw,www.healthandlife.com.tw
1784,109/10/25,訊聯生物科技股份有限公司,訊聯,－ ,生技醫療業,台北市內湖區新湖一路36巷28號1樓,70836411,蔡政憲,康清原,康清原,總經理,楊志峰,(02)27951777,20000817,20070726,新台幣                 10.0000元,496269240,0,0,1,中國信託商業銀行(股)公司代理部,(02)66365566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,林一帆,潘慧玲,BIONET CORP.,"1F,No.28, Ln. 36 , Xinhu 1st  Rd.Neihu Dist.,Taipei  City 11497, , Taiwan",(02)27938009,investment@BionetCorp.com,http://www.BionetCorp.com
1785,109/10/25,光洋應用材料科技股份有限公司,光洋科,－ ,其他電子業,台南市安南區工業三路1號,43787872,馬堅勇,黃啟峰,黃啟峰,總經理,陳澤輝,06-5110123,19780829,20050131,新台幣                 10.0000元,4984312430,101000000,0,1,台新國際商業銀行股務代理部,02-25048125,10491台北市中山區建國北路一段96號B1,資誠聯合會計師事務所,林姿妤,林永智,Solar,"No.1, Gongye 3rd Rd., Annan Dist,Tainan City 70955, Taiwan (R.O.C.)",06-3843216,cf.huang@solartech.com.tw,http://www.solartech.com.tw/tw/index.html
1788,109/10/25,杏昌生技股份有限公司,杏昌,－ ,生技醫療業,新北市三重區重新路5段609巷2號8樓之2,23161816,李忠良,陳國師,李映芬,管理處副總經理,張耀元,6626-1166,19890213,20090720,新台幣                 10.0000元,360060120,0,0,1,元富證券股份有限公司股務代理部,(02)2768-6668,台北市松山區光復北路11巷35號地下1樓,安侯建業聯合會計師事務所,楊樹芝,林恒昇,HCI,"8F.2,NO.2,Ln.609,Sec.5,Chongxin Rd.,Sanchong Dist.,New Taipei City 24159,TaiwaR.O.C.",2995-3363,jerry_pon108@hiclearance.com.tw,www.hiclearance.com.tw
1796,109/10/25,金穎生物科技股份有限公司,金穎生技,－ ,食品工業,台南市新營區新工路33號,16962158,張曉莉,金晉德,蕭興義,副總經理,金晉德,06-5109001,19990717,20180122,新台幣                 10.0000元,278933910,0,0,1,兆豐證券股份有限公司,(02)33930898,台北市忠孝東路二段95號1樓,資誠聯合會計師事務所,林永智,田中玉,GeneFerm,"No.33,Shin-Kung RdShinying City,Tainan County,Taiwan",06-5055750,l1796@ms.tpex.org.tw,http://www.geneferm.com
1799,109/10/25,易威生醫科技股份有限公司,易威,－ ,生技醫療業,新竹科學工業園區新竹市東區研發二路10號1樓,16570131,林翰飛,李艾平,吳雪君,財務協理,林翰飛,(03)666-9596,19980810,20081110,新台幣                 10.0000元,1393796780,81862611,0,1,宏遠證券股份有限公司股務代理部,(02)2326-8818,臺北市大安區信義路四段236號3樓,資誠聯合會計師事務所,劉倩瑜,林玉寬,EASYWELL,"1F., No.10, Yanfa 2nd Road, Hsinchu Science ParkHsinChu 30076, TAIWAN(R.O.C)",(03)666-9697,spokesman@easywellbio.com,http://www.easywellbio.com
1813,109/10/25,寶利徠光學科技股份有限公司,寶利徠,－ ,生技醫療業,33759桃園市大園區南港里11鄰長發路406號,84449952,宋一新,李瑞賢,李瑞賢,總經理,陸芸平,03-3853934,19930922,20090804,新台幣                 10.0000元,466355100,0,0,1,群益金鼎證券股份有限公司,02-27023999,台北市松山區敦化南路二段97號B2,勤業眾信聯合會計師事務所,鄭欽宗,趙永祥,Polylite,"No. 406, Changfa Rd., Dayuan Dist.Taoyuan City 33759, Taiwan R.O.C.",03-3863837,info@gialens.com.tw,http://www.gialens.com.tw　
