公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市/櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址,交易市場
2726,雅茗天地股份有限公司,雅茗-KY,觀光事業,KY 開曼群島,上海市普陀區交通路4711號李子園大廈17樓,38634004,吳伯超,張妙苓,林婉婷,副總,徐美華,+862152163499,98/12/22,103/12/24,新台幣 10.0000元,365052160,36505216,0,0,合併,每年,董事會,中國信託商業銀行股份有限公司,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,黃毅民,吳恪昌,Yummy Town,"Oleander Way, 802 West Bay Road, P.O. Box 32052, Grand Cayman KY1-1208, CaymanCayman Island",2790-0601,affairs@yummy-town.com,http://www.yummy-town.tw/,徐美華,投資人關係高級經理,(02)77212726,affairs@yummy-town.com,http://www.yummy-town.tw/zeren/new4.aspx?type=shehuizeren,上櫃
2729,瓦城泰統股份有限公司,瓦城,觀光事業,－,新北市中和區建一路176號7樓之1,70843031,徐承義,徐承義,廖素娟,財務長,張雅惠,(02)2248-3988,89/09/08,101/09/17,新台幣 10.0000元,232666800,23266680,0,0,合併,每年,股東會,富邦綜合證券(股)公司,02-23611300,台北市中正區許昌街17號2樓,資誠聯合會計師事務所,張淑瓊,林鈞堯,TTFB,"7F.-1, No.176, Jian 1st Rd., Zhonghe Dist.,New Taipei City 235, Taiwan (R.O.C.)",(02)2248-5228,IR@ttfb.com,http://www.ttfb.com,廖素娟,財務長,(02)2248-1022,IR@ttfb.com,http://www.ttfb.com/index.php?category=3&subject=1,上櫃
2732,六角國際事業股份有限公司,六角,觀光事業,－,新竹縣竹北市高鐵九路98號,80671769,王耀輝,王耀輝,謝婷韻,投資人關係經理,黃如萍,(03)550-7750,93/02/16,104/01/20,新台幣 10.0000元,434701270,43470127,0,0,合併,每季,董事會,永豐金證券(股)公司股務代理部,(02)2381-6288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,邱政俊,莊碧玉,La Kaffa,"No.98, Gaotie 9th Rd.,Zhubei City, Hsinchu County 302, Taiwan",03-6579630,lakaffamail@lakaffa.com.tw,http://www.lakaffagroup.com/,謝婷韻,投資人關係經理,03-5507750,tammy.hsieh@lakaffa.com.tw,http://www.lakaffagroup.com/,上櫃
2734,易飛網國際旅行社股份有限公司,易飛網,觀光事業,－,台北市中正區衡陽路51號2樓之1,70464468,周昀生,周昀生,周昀生,董事長,呂(王京)怡,(02)7725-0800,88/12/22,102/12/26,新台幣 10.0000元,302597600,30259760,0,0,合併,每年,股東會,中國信託商銀代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,安侯建業聯合會計師事務所,黃泳華,陳振乾,Ezfly,"2F-1, No.51, Hengyang Rd.,Taipei, Taiwan",(02)6601-4600,invest@ezfly.com,https://www.ezfly.com/,呂(王京)怡,協理,02-77250800,invest@ezfly.com,https://www.ezfly.com/info/stakeholder/index.html,上櫃
2736,富野大飯店股份有限公司,富野,觀光事業,－,台東縣卑南鄉溫泉村龍泉路30-2號5樓之41,29129201,劉清郎,楊書昌,劉怡君,董事長特助,黃慶安,089-515005,97/07/11,105/01/06,新台幣 10.0000元,489923830,48992383,0,0,合併,每年,股東會,元富證券股份有限公司股務代理部,(02)2768-6668,台北市光復北路11巷35號地下一樓,安侯建業聯合會計師事務所,吳俊源,陳政學,HOYA,"5F.-41, No.30-2, Longquan Rd.,Wen-Chung Ts'un, Beinan Township,Taitung County , Taiwan (R.O.C.)",089-510063,pr@hoyaresort.com.tw,http://www.hoyaresort.com.tw,黃慶安,行銷部協理,0936806617,andy@hoyaresort.com.tw,http://www.hoyaresort.com.tw,上櫃
2740,天蔥國際股份有限公司,天蔥,觀光事業,－,台北市中正區衡陽路51號8樓之4,28581041,盧俊賢,盧俊賢,陳世峰,財會主管,李宇美,(02)2313-1260,96/02/13,104/12/24,新台幣 10.0000元,131854840,13185484,4434115,0,合併,每年,股東會,統一綜合證券股份有限公司,(02)2746-3797,105台北市松山區東興路8號地下一樓,安侯建業聯合會計師事務所,郭欣頤,寇惠植,Mr. Onion,"8 F.-4, No. 51, Heng Yang Rd., Chung Cheng Dist., Taipei City , TaiwanTaipei City 100, Taiwan (R.O.C.)",(02)2313-1261,pr@mr-onion.com,http://www.mr-onion.com,李宇美,股務,(02)2313-1260#102,irene.lee@mr-onion.com,http://www.mr-onion.com/Enterprise/Stakeholder,上櫃
2743,山富國際旅行社股份有限公司,山富,觀光事業,－,台北市中山區南京東路二段85號4樓,22888987,陳國森,陳國森,李慶良,企業部副總經理,陳麒引,02-25612999,77/05/25,109/03/09,新台幣 10.0000元,320317000,32031700,0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,陳培德,吳世宗,Richmond,"4F., No.85, Sec. 2, Nanjing E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",02-2536-1332,rit@richmond.com.tw,https://www.travel4u.com.tw/,李慶良,企業部副總經理,02-77349628,james@richmond.com.tw,https://www.travel4u.com.tw/investor/investment/,上櫃
2745,五福旅行社股份有限公司,五福,觀光事業,－,"高雄市三民區博愛一路28號2,3樓",22835878,許順富,許順富,林繼勝,董事長特別助理,黃富貞,07-3231166,77/08/22,107/04/16,新台幣 10.0000元,293085260,29308526,0,0,合併,每年,股東會,台新國際商業銀行股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,吳秋燕,陳珍麗,LIFE TRAVEL,"2,3F,No.28 Bo'ai 1st Rd., Sanmin Dist., Kaohsiung City 80757,TaiwanKaohsiung City ,Taiwan",07-3230248,gibsonlin@lifetour.com.tw,www.lifetour.com.tw,林繼勝,董事長特別助理,02-87121770,gibsonlin@lifetour.com.tw,http://www.lifetour.com.tw/eWeb/Main/home.asp?SITE_CD=1&MP_ID=MPQ01&STYLE_TP=3,上櫃
2752,豆府股份有限公司,豆府,觀光事業,－,台北市中山區民權東路二段42號4樓,28841757,吳柏勳,吳孟哲,翁瑞燦,財務長,林育立,(02)2581-3818,97/01/23,108/09/25,新台幣 10.0000元,230199840,23019984,0,0,合併,每年,董事會,福邦證券股份有限公司,(02)2371-1658,台北市忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,黃裕峰,鍾鳴遠,TOFU,"4F., No.42, Sec. 2, Minquan E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",(02)2581-3918,@dubuhouse.com.tw,http://www.tofuglobal.com/tw/Home.html,翁瑞燦,財務長,(02)2581-3818,tofu.ir@dubuhouse.com.tw,http://www.tofuglobal.com/tw/Home.html,上櫃
2754,亞洲藏壽司股份有限公司,亞洲藏壽司,觀光事業,－,台北市中山區中山北路3段32號6樓及6樓之1,54669129,西川健太郎,西川健太郎,田村和也,財務長,林上智,(02)8978-8558,103/01/21,109/09/17,新台幣 10.0000元,458400000,45840000,0,0,合併,每年,股東會,中國信託商業銀行 代理部,(02)6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,張瑞娜,周以隆,KURA SUSHI ASIA,"6F.&6F-1, No. 32, Sec. 3, Zhongshan N. Rd.Taipei City 104, Taiwan (R.O.C.)",(02)2598-3077,ir@kurasushi.tw,http://investor.kurasushi.tw/,田村和也,財務長,(02)8978-8558,ir@kurasushi.tw,http://investor.kurasushi.tw/,上櫃
2755,揚秦國際企業股份有限公司,揚秦,觀光事業,－,桃園市中壢區合江路16號,42591908,卓元裕,卓元裕,蔡國憲,經理,卓靖倫,033412298,104/08/21,109/12/16,新台幣 10.0000元,200000000,20000000,0,0,合併,每年,股東會,台新國際商業銀行股務代理部,0277003938,台北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,鄭欽宗,趙永祥,YoungQin,"NO. 16, Hejiang RdZhongli Dist., Taoyuan City 320, Taiwan",034627781,IR@youngqin.com.tw,http://www.youngqin.com.tw,黃韻倫,財務部副理,033412298,IR@youngqin.com.tw,http://www.youngqin.com.tw/index.php?code=list&ids=873,上櫃
2916,滿心企業股份有限公司,滿心,貿易百貨,－,新北市五股區五權六路十八號,12498877,李俊良,李俊民,郭建隆,副總經理,陳永昌,02-22997755,73/06/16,94/03/10,新台幣 10.0000元,546268780,54626878,0,0,個別,每年,董事會,福邦證券(股)公司,02-2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳盈如,江忠儀,MUNSIN,"NO.18, WU-CHUAN 6 RD., WU-GU DIST,NEW TAIPEI CITY, TAIWAN, R.O.C.",02-22997765,munsin@ms7.hinet.net,www.munsin.com.tw,郭建隆,副總經理,02-22997755,simba@munsin.com.tw,http://www.munsin.com.tw/munsin/munsin_investor.html,上櫃
2924,開曼東凌股份有限公司,東凌-KY,貿易百貨,KY 開曼群島,台北市南港區南港路三段50巷1號2樓,26335810,林寶霞,許復進,許永龍,發言人,吳建芳,(02)2789-3636,98/02/06,100/12/02,新台幣 10.0000元,328051740,32805174,0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,(02)2389-2999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,劉書琳,吳恪昌,Tung Ling,"2F,No. 1, Lane 50,Nan-Kang Rd.,Sec 3Taipei",(02)2653-3388,im@piyopiyo.com.tw,http://www.piyopiyo.com,吳建芳,經理,(02)2789-3636,im@piyopiyo.com.tw,http://www.piyopiyo.com.tw/parties,上櫃
2926,誠品生活股份有限公司,誠品生活,文化創意業,－,台北市信義區松德路204號B1,27952966,吳旻潔,吳旻潔,吳立傑,財務長,鄭書欣,(02)6638-5168,94/09/26,102/01/30,新台幣 10.0000元,473896500,47389650,0,0,合併,每年,董事會,元大證券(股)公司股務代理部,02-2586-5859,台北市大同區承德路三段210號B1,資誠聯合會計師事務所,張淑瓊,林鈞堯,Eslite Spectrum,"B1,204, Songde RdTaipei 11075, Taiwan",(02)6638-5268,ir@eslite.com,http://www.eslitespectrum.com.tw,鄭書欣,資深經理,(02)6638-5168,ir@eslite.com,http://www.eslitespectrum.com.tw/content.aspx?s=Stakeholder,上櫃
2928,紅馬集團股份有限公司,紅馬-KY,觀光事業,KY 開曼群島,台北市松山區南京東路三段337號12樓(D室),54962284,周泰鳳,周泰鳳,小野澤隆,財務長,黃奕涵,02-87122928,100/06/08,105/01/27,新台幣 10.0000元,473011540,47301154,0,0,合併,每年,股東會,兆豐證券股份有限公司股務代理部,02-33930898,臺北市中正區忠孝東路二段95號1樓,安侯建業聯合會計師事務所,楊樹芝,林恒昇,RHGroup,"Room D, 12th Floor, No. 337, Section 3, Nanjing East Road, Songshan District,Taipei,Taiwan",02-87122927,IR@redhorse-group.com,www.redhorse-group.com,黃奕涵,投資人關係經理,02-87122928,ariel.huang@redhorse-group.com,https://www.redhorse-group.com/web/stakeholder/stakeholder.jsp,上櫃
2937,集雅社股份有限公司,集雅社,貿易百貨,－,高雄市苓雅區中正一路263號12樓,89266170,盧乾三,盧乾三,李伯昌,本部長,何政鋒,07-7273128,83/10/26,106/06/08,新台幣 10.0000元,328600000,32860000,0,0,合併,每年,董事會,第一金證券股份有限公司,02-2563-5711,台北市大安區安和路一段 27 號6 樓,資誠聯合會計師事務所,廖阿甚,王國華,Gseven,"12F., No.263, Zhong zheng 1st Rd., Lingya Dist.,Kaohsiung City 80283, Taiwan",07-7273983,teuqila-li@gseven.com.tw,www.gseven.com.tw,李伯昌,本部長,07-7273128,teuqila-li@gseven.com.tw,https://www.gseven.com.tw/investor.php,上櫃
3064,泰偉電子股份有限公司,泰偉,文化創意業,－,新北市三重區興德路111-1號10樓,70613972,楊南平,楊南平,楊南平,總經理,李發珍,(02)85110555,89/08/02,93/06/09,新台幣 10.0000元,267384250,26738425,3815000,0,合併,每年,股東會,元富證券股份有限公司,(02)27686668,台北市松山區光復北路11巷35號地下一樓,安永聯合會計師事務所,謝勝安,徐榮煌,Astro Corp.,"10F,No.111-1,Hsing De Rd.,Sanchong Dist New Taipei City , Taiwan (R.O.C.)",(02)85110556,astro3064@astrocorp.com.tw,www.astrocorp.com.tw,暫缺,暫缺,(02)8511-0555#135,vacancy,http://www.astrocorp.com.tw/cht/IR_5.php,上櫃
3066,李洲科技股份有限公司,李洲,光電業,－,新北市汐止區新台五路一段97號27樓,4541794,李明順,李明順,李明順,董事長,邱秀香,(02)27066258,63/05/24,93/12/02,新台幣 10.0000元,830706120,83070612,5500000,0,合併,每年,股東會,群益證券股份有限公司,02-27023999,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,洪國田,謝明忠,TAIWAN OASIS,"27F, No.97, Sec.1, Xintai 5th Rd., Xizhi Dist., New Taipei City 22175, TaiwanNew Taipei City, TAIWAN, R. O. C.",(02)26973658,candy.chiu@oasistek.com,http://www.oasistek.com,邱秀香,經理,(02)27066258,candy.chiu@oasistek.com,http://www.oasistek.com.tw/message.php#message5,上櫃
3067,全域股份有限公司,全域,其他電子業,－,台北市東興路59號9樓,4934334,譚鴻翔,王敏烈,林仕群,協理,沈碧琪,(02)8768-2628,62/11/22,92/10/21,新台幣 10.0000元,290252400,29025240,0,0,合併,每年,股東會,元大証券股份有限公司,(02)2586-5859,103台北市大同區承德路三段210號地下一樓,國富浩華聯合會計師事務所,潘金樹,周伯儒,Phonic,"9F, 59 Tung Hsing Road, Taipei, Taiwan",(02)2659-2359,ir@phonic.com,www.phonic.com,林仕群,協理,(02)2659-2166,alvinlin@phonic.com,www.phonic.com,上櫃
3071,協禧電機股份有限公司,協禧,電腦及週邊設備業,－,屏東市橋南里工業六路東段六號,90724033,黃瑞益,劉明雄,蔡政宏,董事長室特助,楊豐豪,(07)2695166,67/07/19,93/12/30,新台幣 10.0000元,1100000000,110000000,0,0,合併,每年,董事會,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段八十三號五樓,安永聯合會計師事務所,陳政初,黃宇廷,ADDA,"NO. 6 EAST SECTION INDUSTRY 6 RD. PINGTUNG CITY, TAIWAN. R. O. C",(07)2692011,tsai@adda.com.tw,http://www.adda.com.tw,蔡政宏,董事長室特助,(07)2695166-308,tsai@adda.com.tw,http://www.adda.com.tw/tw/stakeholders.php,上櫃
3073,天方能源科技股份有限公司,天方能源,半導體業,－,台北市中山區吉林路99號3樓,86298705,甘正智,甘正智,徐韋吉,資深經理,黃小玲,02-2502-2285,80/10/22,96/10/08,新台幣 10.0000元,170995560,17099556,8394537,0,合併,每年,股東會,兆豐證券股份有限公司股務代理部,02-33930898,台北市忠孝東路二段95號1樓,安侯建業聯合會計師事務所,張淑瑩,陳國宗,Teamphon,"3F., No. 99, Jilin Rd.,Zhongshan Dist., Taipei City 104, Taiwan",02-2502-3669,info@tpenergy.com.tw,http://www.kb-ent.com.tw,朱乃文,課長,02-2502-2285#603,tim@tpenergy.com.tw,http://www.kb-ent.com.tw/news.aspx?ChannelID=4,上櫃
3078,僑威科技股份有限公司,僑威,電子零組件業,－,桃園市蘆竹區南崁路二段222號,84573516,潘君威,楊琇華,楊丹純,財務長,陳欣茹,03-2220268,82/10/05,94/01/31,新台幣 10.0000元,2273910640,227391064,0,0,合併,每年,股東會,日盛證券股份有限公司股務代理部,02-2541-9977,台北市中山區南京東路二段85號7樓,勤業眾信聯合會計師事務所,楊清鎮,陳致源,CWT,"No.222,Sec.2,Nankan Rd.,Lujhu Dist.,Taoyuan City 338,Taiwan,R.O.C.",03-2223111,monica@mail.cwt.com.tw,www.cwt.com.tw,楊丹純,財務長,03-2220268#270,monica@mail.cwt.com.tw,http://www.cwt.com.tw/Investment/zhtw/formidable.aspx,上櫃
3081,聯亞光電工業股份有限公司,聯亞,通信網路業,－,台南市善化區南科九路12號,16022634,張景溢,羅淇生,楊吉裕,財務長,吳雅芳,(06)5058999,86/06/02,104/07/22,新台幣 10.0000元,913691770,91369177,0,0,個別,每年,股東會,華南永昌綜合證券(股)公司,(02)27186425,台北市松山區民生東路四段54號4樓,安侯建業聯合會計師事務所,蘇彥達,許振隆,LandMark,"No.12,Nanke 9th Rd,Shanhua Dist.Tainan City, Taiwan R.O.C",(06)5055189,investor@lmoc.com.tw,www.lmoc.com.tw,楊吉裕,財務長,(06)5058999,investor@lmoc.com.tw,http://www.lmoc.com.tw/index.php?option=module&lang=cht&task=showlist&id=24&index=2,上櫃
3083,中華網龍股份有限公司,網龍,文化創意業,－,台北市南港區南港路三段四十七巷二號四樓,70541704,王俊博,呂學森,呂學森,總經理,江采琳,02-2652-2689,89/03/28,92/12/02,新台幣 10.0000元,862526080,86252608,0,0,合併,每年,股東會,永豐金證券股份有限公司,02-2381-6288,台北市博愛路十七號三樓,勤業眾信聯合會計師事務所,林旺生,陳盈州,CHINESEGAMER,"4F,2,Lane 47,Sec.3,Nangang Rd.Taipei,Taiwan,R.O.C.",02-2653-8905,investment@chinesegamer.net,www.chinesegamer.net,江采琳,財務長,02-26522689,investment@chinesegamer.net,WWW.CHINESEGAMER.NET,上櫃
3085,創新新零售股份有限公司,新零售,電子商務,－,台北市大同區南京西路66號5樓,89836340,潘奕彰,李紀嫻,陳采葳,財務部協理,李爵君,(02)25596189,83/09/01,93/03/01,新台幣 10.0000元,480385770,48038577,35157415,0,合併,每年,股東會,宏遠證券股份有限公司,(02)77198899,台北市大安區信義路4段236號3樓,馬施云大華聯合會計師事務所,郭思琪,羅玟忻,NEWRETAIL,"5F., No. 66, Nanjing W. Rd., Datong Dist.Taipei City, Taiwan R.O.C",(02)25591518,patti.lee@newretail.com.tw,http://www.newretail.com.tw/,李爵君,資深協理,02-25596189,patti.lee@newretail.com.tw,http://www.newretail.com.tw/,上櫃
3086,華義國際數位娛樂股份有限公司,華義,文化創意業,－,台北市內湖區行愛路141巷39號6樓,84453385,張協建,張協建,李俊德,財務長,余宣蒂,55590070,82/08/12,93/03/29,新台幣 10.0000元,193694000,19369400,12532800,0,合併,每年,董事會,台新國際商業銀行股務代理部,02-2504-8125,台北市建國北路一段96號B1,勤業眾信聯合會計師事務所,池瑞全,郭乃華,WAYI,"6F., No. 39, Ln. 141, Xing'ai Rd., Neihu Dist., Taipei City , TaiwanTaipei, Taiwan",55590095,investment@wayi.com.tw,www.wayi.net,李俊德,財務長,55590070,investment@wayi.com.tw,www.wayi.net,上櫃
3088,艾訊股份有限公司,艾訊,電腦及週邊設備業,－,新北市汐止區南興路55號8樓,23718011,楊裕德,黃瑞南,黃士青,資深特別助理,許錦娟,(02)8646-2111,79/05/11,94/04/28,新台幣 10.0000元,844135680,84413568,0,0,合併,每年,董事會,台新國際商業銀行股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,資誠聯合會計師事務所,馮敏娟,吳漢期,AXIOMTEK,"8F., No.55, Nanxing Road, Xizhi DistrictNew Taipei City 221026, Taiwan",(02)8646-2555,jane.hsu@axiomtek.com.tw,http://www.axiomtek.com.tw,黃士青,資深特別助理,(02)8646-2111#8010,IR@axiomtek.com.tw,http://www.axiomtek.com.tw/Default.aspx?MenuId=AboutUs&ItemId=195&C=%E5%88%A9%E5%AE%B3%E9%97%9C%E4%B,上櫃
3089,億杰科技股份有限公司,億杰,電子零組件業,－,台北市內湖區內湖路一段118號4樓,84167600,徐志明,曾建銘,張永昌,副總經理,賴淑雲,02-87518337,82/01/21,92/10/14,新台幣 10.0000元,601133140,60113314,30492897,0,合併,每年,股東會,國票證券股份有限公司股務代理部,(02)2593-6666,臺北市重慶北路三段199號4樓,勤業眾信聯合會計師事務所,翁博仁,王儀雯,EJECTT INC,"4F., No.118, Neihu Road, Sec.1, Neihu Dist.,Taipei City 11493, Taiwan (R.O.C.)",02-87971665,service@yuanjiu.com.tw,www.yuanjiu.com.tw,張永昌,副總經理,02-87518337,raychang@yuanjiu.com.tw,www.yuanjiu.com.tw,上櫃
3093,台灣港建股份有限公司,港建,其他電子業,－,桃園市蘆竹區南崁路2段66號5樓之4,4655310,何樹燦,廖豐瑩,廖豐瑩,總經理,陳梅芬,03-3529333,66/06/14,94/06/17,新台幣 10.0000元,362888940,36288894,0,0,合併,每年,董事會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,張志銘,徐榮煌,TKK,"5F-4 NO.66,SEC2.Nan Kan Road.Lu-Chu,Taoyuan,Taiwan,R.O.C",03-3524566,Nina_Lin@tkk.com.tw,www.tkk.com.tw,陳梅芬,管理部資深副總,+88633529332 #320,May_Chen@tkk.com.tw,www.tkk.com/website/finance/website/financeD2.asp,上櫃
3095,及成企業股份有限公司,及成,通信網路業,－,新北市中和區建二路111號,33724081,張正寬,張正寬(兼任),張宏羽,營運總經理,周忠賢,(02)2222-6638,62/03/23,94/05/26,新台幣 10.0000元,1092763210,109276321,19215846,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,卓群聯合會計師事務所,方冠智,葉璨增,CCC,NO.111 Chien-Er RdChung-Ho City Taipei Taiwan ROC,(02)2225-6240,jones.chou@chicheng.com.tw,http://www.chicheng.com.tw,周忠賢,處長,02-22226638#17000,jones.chou@chicheng.com.tw,http://www.chicheng.com.tw/tc/p7-investor-detail.asp?id=1,上櫃
3105,穩懋半導體股份有限公司,穩懋,半導體業,－,桃園市龜山區華亞科技園區科技七路69號,70752257,陳進財,陳國樺,曾經洲,協理,吳俐蓁/ 陳敬昉,03-397-5999,88/10/16,100/12/13,新台幣 10.0000元,4240413840,424041384,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業會計師事務所,唐嘉鍵,黃明宏,WIN,"No.69, Keji 7th Rd., Hwaya Technology ParkGuishan Dist., Taoyuan City, Taiwan",03-397-5009,ir@winfoundry.com,www.winfoundry.com,吳俐蓁/ 陳敬昉,經理暨代理發言人/ 代理發言人,03-3975999#1204/1202,ir@winfoundry.com,http://www.winfoundry.com/zh_TW/stakeholders.aspx,上櫃
3114,好德科技股份有限公司,好德,電子零組件業,－,台北市松山區敦化南路一段25號6樓,20799897,陳國鴻,吳麗山,王昌惠(暫代),稽核主管,王昌惠,02-25708818,67/09/23,93/03/25,新台幣 10.0000元,590800000,59080000,0,0,合併,每年,股東會,元富證券股份有限公司,02-27686668,台北市光復北路11巷35號B1,安永聯合會計師事務所,王瑄瑄,張志銘,HT,"6th Floor, No. 25, Tun Hwa S. Rd., Sec. 1 Taipei City, Taiwan, R.O.C.",02-25709888,angle@howteh.com.tw,www.howteh.com.tw,張大千,財務長,02-2570-8818,samchang@howteh.com.tw,www.howteh.com.tw/big5/investor/,上櫃
3115,寶島極光股份有限公司,寶島極,電子零組件業,－,台北市士林區承德路四段172號7樓,86825235,吳涵涵,吳涵涵,胡榮哲,董事長特助,陳文彬,(03)3125599,81/08/13,94/04/08,新台幣 10.0000元,436976000,43697600,23000000,0,合併,每年,股東會,元富證券股份有限公司,(02)2768-6668,台北市光復北路11巷35號B1樓,正風聯合會計師事務所,曾國富,吳欣亮,TSC,"7F., No.172, Sec. 4, Chengde Rd., Shilin Dist.Taipei City 111, Taiwan",(03)3228211,abin@tscl.com.tw,http://www.tscl.com.tw,胡榮哲,董事長特助,(03)3125599,abin@tscl.com.tw,http://www.tscl.com.tw,上櫃
3118,進階生物科技股份有限公司,進階,生技醫療業,－,新北市汐止區康寧街169巷80號,23348952,愛默生投資有限公司,邱春龍,邱春龍,總經理,李奕嫺,02-26959935,78/12/07,97/05/21,新台幣 10.0000元,324528600,32452860,0,0,個別,每年,股東會,元大證券股份有限公司,(02)2586-5859,台北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,許明芳,林恒昇,LEVEL,"No. 80, Lane 169, Kang-Ning, St.,Hsi-Chih Dist., New Taipei City,TAIWAN, R.O.C.",02-26950403,pr@mail.level.com.tw,www.level.com.tw,李奕嫺,財務副總經理,02-26959935,pr@mail.level.com.tw,http://www.level.com.tw/html/front/bin/ptlist.phtml?Category=332381,上櫃
3122,笙泉科技股份有限公司,笙泉,半導體業,－,(30288)新竹縣竹北市台元一街8號7樓之一,16945166,溫國良,溫國良(執行長),常彬,副總經理,洪仙玲,03-5601501,88/06/21,104/01/26,新台幣 10.0000元,382999340,38299934,0,0,合併,每年,董事會,群益金鼎證券(股)公司股務代理部,02-2702-3999,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,葉東煇,高逸欣,Megawin,"7F-1, No. 8, Taiyuan 1st St., Jhubei City, Hsinchu County 30288,Hsin-Chu County, Taiwan",03-5601510,sholder@megawin.com.tw,www.megawin.com.tw,洪仙玲,協理,03-6234096,sholder@megawin.com.tw,www.megawin.com.tw/zh-tw/about/index/34,上櫃
3128,昇銳電子股份有限公司,昇銳,光電業,－,桃園市八德區長興路六七三號,22601576,江添貴,江送貴,蕭哲彥,副總經理,江送貴,03-3653121,76/09/23,95/09/04,新台幣 10.0000元,420000000,42000000,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,陳重成,陳招美,HI SHARP,NO. 673 CHANG SHING ROAD PA TE CITY TAOYUAN TAIWAN R.O.C.,03-3658688,fred@hisharp.com.tw,www.hisharp.com,江玉蓮,主任,03-3653121分機512,lita@hisharp.com.tw,www.hisharp.com/index.php/zh/layout-38/layout-16,上櫃
3131,弘塑科技股份有限公司,弘塑,其他電子業,－,30095新竹市香山區中華路六段89號,84355899,張鴻泰,石本立,黃富源,副總經理,張鴻泰,03-5183030,82/05/07,100/01/17,新台幣 10.0000元,292160150,29216015,0,0,合併,每年,董事會,群益金鼎證券股份有限公司,02-2702-3999,106台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,李典易,謝智政,GPTC,"No.89, Sec. 6, Zhonghua Rd., Xiangshan Dist.,Hsinchu City 30095, Taiwan (R.O.C.)",03-5183560,invest@gptc.com.tw,http://www.gptc.com.tw/,莊凱吉,經理,03-5183030 ext.2002,invest@gptc.com.tw,http://www.gptc.com.tw/tw/qa,上櫃
3141,晶宏半導體股份有限公司,晶宏,半導體業,－,台北市內湖區瑞光路618號4樓,70392248,徐豫東,徐豫東,徐豫東,總經理,王聖芳,02-87978947,88/08/14,103/03/14,新台幣 10.0000元,736031780,73603178,0,0,合併,每年,股東會,福邦證券股份有限公司,02-2371-1658,台北市中正區忠孝西路一段六號六樓,勤業眾信聯合會計師事務所,黃海悅,廖婉怡,UltraChip,"4F, No. 618, Ruiguang Rd, Nei Hu Dist Taipei, Taiwan, R.O.C.",02-87978910,invest@ultrachip.com,www.ultrachip.com,王聖芳,協理,87978947,invest@ultrachip.com,www.ultrachip.com,上櫃
