,出表日期,stock_id,公司簡稱,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期_x,上市日期,普通股每股面額,實收資本額,私募股數,特別股,編制財務報表類型,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,網址,交易市場,主要經營業務,上市上櫃日期
956,109/10/25,9944,新麗,－ ,其他,桃園市八德區聯華街41號,33375909,簡瑞瑞,簡榮富,簡榮富,資深總經理,施中南,(03)365-9903,19620914,20020826,新台幣                 10.0000元,1091071000,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,國富浩華聯合會計師事務所,邵朝彬,黃素絹,Shinih,"No.41, Lianhua StBade Dist., Taoyuan City 334, Taiwan",(03)3653635,ir@shinih.com,www.shinih.com.tw,上市,不織布之製造加工及買賣寢具之製造加工及買賣相關機械之製造加工及買賣,2002/08/26
957,109/10/25,9945,潤泰新,－ ,其他,台北市八德路二段三０八號十一樓之一,12139612,簡滄圳,李志宏,簡滄圳,董事長,葉天政,81619888,19770912,19920430,新台幣                 10.0000元,15048809980,0,0,1,本公司股務室,81619888,台北市八德路二段三０八號十二樓,資誠聯合會計師事務所,王照明,徐明釧,RUENTEX DEVELOP,"11/F,No.308,Section 2, Bade Road,Taipei,Taiwan,Republic of China",81617968,cmc@mail.ruentex.com.tw,www.rt-develop.com.tw,上市,委託營造廠興建國民住宅．商業大樓出租出售業務辦理國內外工業區及區內之社區廠房及大樓之開發規劃及租售從事商品之處理．包裝．分類．倉儲及前各項產品之加工批發業務,1992/04/30
958,109/10/25,9946,三發地產,－ ,建材營造,台北市松山區八德路3段30號12樓,84466749,蔡智杰,蔡智杰,蔡文玲,副總經理,-,2570-9988,19930920,20130917,新台幣                 10.0000元,3008208670,0,0,1,元大證券股份有限公司,25865859,台北市大同區承德路3段210號B1,安侯建業聯合會計師事務所,陳宗哲,張淑瑩,SANFAR,"12F, No.30, Section 3, Bade Road, Songshan DistrictTaipei City, Taiwan",2570-6985,contact01@sanfar.com.tw,https://www.sanfar.com.tw,上市,"住宅及大樓開發租售業,新市鎮.新社區開發業.不動產租賃業",2013/09/17
959,109/10/25,9955,佳龍,－ ,其他,桃園市觀音區大潭里一鄰環科路323號,97211972,吳界欣,吳界欣,陸怡豪,策略顧問,黃文廷,(03)473-6566,19960925,20080121,新台幣                 10.0000元,1032082290,0,0,1,元富證券股份有限公司,(02)2768-6668,105台北市松山區光復北路11巷35號B1,安永聯合會計師事務所,洪茂益,鄭清標,SDTI　,"No.12,Rung-Kung S. STTao-Yuan 328, Taiwan,ROC　",(03)473-5259,service@sdti.com.tw,www.sdti.com.tw,上市,廢資訊品清運及處理、混合五金處理及銷售貴金屬之銷售、資源再生品之銷售五金、機械零件及零組件之買賣業務、其他等。,2008/01/21
960,109/10/25,9958,世紀鋼,－ ,鋼鐵工業,桃園市觀音區中山路一段1119號,22649001,賴文祥,林明政,李育慶,業務部副總經理,李光明,03-4730201,19871009,20080312,新台幣                 10.0000元,2108290610,0,0,1,群益金鼎證券股份有限公司,(02)2702-3999,台北市106大安區敦化南路二段97號B2,安永聯合會計師事務所,鄭清標,洪茂益,CIAS　　,"No.1119,Sec.1,Zhongshan Rd.,Guanyin Shiang,Taoyuan County 328,Taiwan(R.O.C)TAOYUAN, TAIWAN　",03-4738325,ct.service@century.com.tw,www.century.com.tw,上市,有關各種鐵骨/不銹鋼桶/建築材料等加工製造買賣及相關業務;按裝工程業務(營造業除外)/大樓鋼結構買賣代理國內外有關廠商產品經銷/報價投標業務,2008/03/12
961,109/10/25,1240,茂生農經,－ ,農業科技,台北市和平西路一段三十號二樓,18795706,吳清德,黃強,林信鴻,董事長特助,陳月裡,02-23671162,19670218,20180808,新台幣                 10.0000元,350097000,0,0,2,元大證券股份有限公司股務代理部,02-2586-5859,台北市承德路三段210號地下一樓,勤業眾信聯合會計師事務所,陳重成,張耿禧,MORNSUN　,"2F.,No.30,Sec. 1,Heping W.Rd.,Zhongzheng Dist.,Taipei City 100TAIPEI,TAIWAN(R.O.C)",02-23640694,bedford@morn-sun.com.tw,https://www.morn-sun.com.tw/　,上櫃,"家禽(雞鴨鵝)家畜(豬)各項飼料及其原料之製造加工買賣倉庫租金收入,豬隻合作飼養肉豬銷售",2018/08/08
962,109/10/25,1258,其祥-KY,KY 開曼群島                                                    ,食品工業,台北市中山區松江路51號8樓,53028230,王其祥,王建山,王建山,總經理,游志宗,(02)2518-4933,20100511,20111212,新台幣                 10.0000元,368197910,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路1段83號3樓,安永聯合會計師事務所,王彥鈞,劉榮進,Kee Song,"8F., No.51, Songjiang Rd., Zhongshan Dist.Taipei City 104, Taiwan (R.O.C.)",(02)2503-4933,investor@keesong.com,http://keesongbiotech.com/,上櫃,雞隻飼養雞隻加工處理及販賣冷凍肉品及調理食品買賣,2011/12/12
963,109/10/25,1259,安心,－ ,觀光事業,台北市中山區松江路156-1號8樓,23928945,林建元,高順興,施啟寅,協理,何頎胤,(02)2567-5001,19901123,20111215,新台幣                 10.0000元,323895000,0,0,1,群益金鼎證券(股)公司股務代理部,(02)27023999,(106)台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,支秉鈞,吳郁隆,AN-SHIN,"8F.156-1,Sung Chiang RoadTaipei 104 R.O.C.",(02)2567-1692,ir@mos.com.tw,http://www.mos.com.tw,上櫃,連鎖速食餐飲,2011/12/15
964,109/10/25,1264,德麥,－ ,食品工業,新北市五股區五權五路31號,23420497,林雪嬌,吳文欽,邱俊榮,財務經理,賴素瑛,(02)2298-1347,19890629,20150409,新台幣                 10.0000元,336959700,0,0,1,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,陳薔旬,陳招美,TEHMAG,"No.31,Wuquan 5th Rd.,Wugu Dist.,New Taipei City,Taiwan,R.O.C.",(02)2298-2263,ir@tehmag.com.tw,http://www.tehmag.com.tw,上櫃,專業進口烘焙原料銷售各式烘焙食品、乳製品、各式包裝材料及器具之銷售烘焙原料之預拌粉加工製造,2015/04/09
965,109/10/25,1268,漢來美食,－ ,觀光事業,高雄市前金區成功一路266號21樓之1,80352343,賴宗成,林淑婷,林淑婷,總經理,柯柏良,(07)213-5788,20030109,20170927,新台幣                 10.0000元,377237300,0,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,陳珍麗,江佳玲,Hi-Lai Foods,"21F-1, No.266, Cheng-Kung 1st Road,80146 Kaohsiung City,Taiwan, R.O.C.",(07)215-5956,stock@hilai-foods.com,www.hilai-foods.com,上櫃,F501060 餐館業。ZZ99999 除許可業務外，得經營法令非禁止或限制之業務。,2017/09/27
966,109/10/25,1333,恩得利,－ ,電子零組件業,新北市三重區重新路五段609巷8號5F-3,84584513,黃壽佐,康榮寶,呂勝光,財會部協理,洪敦義,(02)2999-6992,19931016,20050808,新台幣                 10.0000元,745153750,23455000,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路1段83號5樓,建智聯合會計師事務所,廖年傑,黃祥穎,Entery,"5F-3,No.8, Ln. 609, Sec.5, Chongxin Rd.,Sanchong Dist., New Taipei City ,Taiwan",(02)2999-7900,victor_lu@entery.com.tw,www.entery.com.tw,上櫃,"塑膠日用品,工業用塑膠製品製造及進出口貿易業務電子零件及各種機械零件之製造加工,買賣及進出口貿易業務鋼模之製造加工,買賣及進出口貿易業務",2005/08/08
967,109/10/25,1336,台翰,－ ,電子零組件業,新北市新莊區五權一路9號5樓之1,22589593,楊劍平,楊劍平,陳進成,董事長特別助理,彭俊鑫,02-22902258,19870828,20071102,新台幣                 10.0000元,770984190,0,0,1,永豐金證券(股)公司股務代理部,02-23816288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,翁博仁,池瑞全,TAIHAN,"5F.-1, No.9, Wuquan 1st Rd. Xinzhuang Dist.,New Taipei City 248, Taiwan (R.O.C.)",02-22994848,robin_chen@thpt.com.tw,www.thpt.com.tw,上櫃,精密模具治具之設計製造及買賣業務電器製品運動器材文具用品等所需之塑膠零組件之製造及買賣業務前述各項業務之進出口業務,2007/11/02
968,109/10/25,1565,精華,－ ,生技醫療業,新北市汐止區大同路一段276之2號4、5樓,22195654,陳明賢,周育然,周華玲,稽核室副理,楊萬成,(02)8691-6000,19860924,20040330,新台幣                 10.0000元,504165160,0,0,1,元大證券股務代理部,(02)2586-5859,台北市大同區承德路三段210號  B1,資誠聯合會計師事務所,鄧聖偉,游淑芬,St.Shine　,"4, 5F, No. 276-2, Sec. 1, Ta Tung Rd,,Hsi Chih Dist., New Taipei City, Taiwan",(02)2647-9369,s0505@stshine.com.tw,http://www.stshine.com.tw,上櫃,隱形眼鏡(軟片硬片)光學鏡片及其附屬用品之加工製造買賣。電腦軟硬體系統工程、週邊器材零組件買賣暨軟硬體裝備器材之買賣有關前各項之進出口貿易業務。,2004/03/30
969,109/10/25,1569,濱川,－ ,電腦及週邊設備業,高雄市大寮區大發工業區興業路二號,76404919,蕭欽銘,蕭欽群,李璠,副總經理,金浩,07-7871521,19830330,20050729,新台幣                 10.0000元,1145914950,0,0,1,富邦綜合證券股份有限公司,02-23611300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,許瑞軒,劉裕祥,Bin Chuan,2 Shing Yeh Road Ta-fa Industrial ZoneKoahsiung  Taiwan R.O.C,07-7871515,fan_lee@hamagawa.com,www.hamagawa.com,上櫃,"1.消費性電子產品,包括家庭劇院,環繞式音響及DVD之機構件等。2.資訊週邊產品,包括:筆記型電腦鍵盤,印表機及LCD之機構件等。3.上述產品之模具開發。",2005/07/29
970,109/10/25,1570,力肯,－ ,電機機械,新北市八里區博物館路81號,36253534,溫銘漢,溫銘漢,溫銘漢,董事長兼總經理,柯維祥,(02)2619-5619,19831223,20050630,新台幣                 10.0000元,515008390,0,0,1,元富證券股份有限公司股務代理部,(02)2768-6668,105台北市松山區光復北路11巷35號B1,勤業眾信聯合會計師事務所,陳致源會計師,楊清鎮會計師,De Poan,"NO.81, MUSEUM ROADBa-Li District, New Taipei City, Taiwan",(02)2619-5618,wilson-ko@depoan.com,www.depoan.com,上櫃,各種氣動工具、手動工具、電動工具、機械等製造加工買賣。各種雜貨買賣。有關前二項業務之進出口貿易。,2005/06/30
971,109/10/25,1580,新麥,－ ,電機機械,新北市五股區五權六路23號,12461082,謝順和,謝順和,黃宇彤,財務長,翁麗勉,02-22981148,19830927,20071210,新台幣                 10.0000元,502302420,0,0,1,台新國際商業銀行股務代理部,02-25048125,台北市建國北路一段96號B1,勤業眾信聯合會計師事務所,陳招美,陳薔旬,SINMAG,"No.23, Wuquan 6th Rd., Wugu Dist.New Taipei City , Taiwan (R.O.C.)",02-22981718,sinmag.tw@sinmag.com.tw,www.sinmag.com.tw,上櫃,食品機器設備製造及買賣,2007/12/10
972,109/10/25,1584,精剛,－ ,其他,台南市柳營區工一路15號(環保科技園區),80334042,王炯棻,林嘉洪,林嘉洪,總經理,林美伶,06-6235143,20020515,20071128,新台幣                 10.0000元,824705330,0,0,1,元大證券股份有限公司,02-25865859,103 台北市承德路三段210號B1,勤業眾信聯合會計師事務所,趙永祥,邱盟捷,STC,"No.15,Gong 1st Road,Da Nong Village, Liouying Township, Tain",06-6233311,http://www.s-tech.com.tw,http://www.s-tech.com.tw,上櫃,鈦合金棒材特殊鋼棒材,2007/11/28
973,109/10/25,1586,和勤,－ ,電機機械,彰化縣埔鹽鄉南新村好金路47-4號,86985605,黃亦翔,黃亦翔,黃湘怡,集團副總經理,陳益莊,04-8655701,19921109,20120109,新台幣                 10.0000元,838841220,0,0,1,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳宗哲,陳國宗,CFTC,"No.47-4, Haojin Rd.,Changhua County, 51648, Taiwan ,R.O.C.",04-8655840,service@cftc.tw,http://www.cftc.tw,上櫃,各類電子及汽車零件之加工製造買賣之產品業務,2012/01/09
974,109/10/25,1591,駿吉-KY,KY 開曼群島                                                    ,電機機械,"P.O. B 10240, 4th Floor, Harbour Place, 103 South Church St.",53650116,江文洲,江文洲,張志豪,財會主管,陳瑞春,+60-6-6779543,20091119,20120323,新台幣                 10.0000元,331648070,0,0,1,第一金證券股份有限公司,(02)25635711,台北市大安區安和路一段27號六樓,安永聯合會計師事務所,謝勝安,王彥鈞,INMAX,"2F., No.25, Liao Yang 1 St. Beitun Dist.Taichung City 40667, Taiwan (R.O.C.)",+60-6-6793008,ky1591@inmax-fasteners.com,Http://www.inmax-fasteners.com,上櫃,氣動式槍釘系列製造、生產傢俬釘製造、生產,2012/03/23
975,109/10/25,1593,祺驊,－ ,生技醫療業,新竹縣湖口鄉德興路231號,97432341,徐鉦鑑,李穎哲,黃寧民,財務部副總經理,連子瑞,03-6992860,19970315,20120613,新台幣                 10.0000元,319484550,0,0,1,富邦綜合證券(股)公司股務代理部,02-23611300,台北市許昌街17號2樓,勤業眾信聯合會計師事務所,施錦川,鄭淂蓁,CHI HUA,"No. 231 , Dexing  Rd.HuKou Township , Hsinchu County,Taiwan",03-5906393,ir@chihua.com.tw,http://www.chihua.com.tw,上櫃,運動健身器材用之零組件/成車製造及銷售,2012/06/13
976,109/10/25,1595,川寶,－ ,電子零組件業,桃園市蘆竹區長興路三段277巷33號,16860440,張鴻明,張鴻明,簡麗真,協理,陳軒儀,03-3249948,19990219,20111004,新台幣                 10.0000元,471481340,0,0,1,群益金鼎證券股份有限公司,02-27035000,台北巿敦化南路2段97號B2,勤業眾信聯合會計師事務所,葉東煇,林政治,CBT,"No.33, Ln. 277, Sec. 3, Changxing Rd., Luzhu Dist.,Taoy uan Cit y 338, Taiwan",03-3249968,spokesman@cbtech.com.tw,http://www.cbtech.com.tw/,上櫃,電子零組件製造業設計、研發、生產CCD自動對位曝光機,2011/10/04
977,109/10/25,1597,直得,－ ,電機機械,74145 台南市南部科學園區新市區大利一路3號,16755427,陳麗芬,許明哲,李柏蒼,財務長,許澄璞,(06)505-5858,19981019,20121228,新台幣                 10.0000元,811875490,0,0,1,富邦綜合證券股份有限公司,(02)2361-1300,台北市10047中正區許昌街17號2樓,資誠聯合會計師事務所,林永智,林姿妤,cpc,"No.3, Dali 1st Rd., Xinshi Dist., Southern Taiwan Science Park,Tainan City 74145,Taiwan (R.O.C.)",(06)505-5959,act07@mail2.chieftek.com,http://www.chieftek.com/,上櫃,微型線性滑軌之研究開發製造及銷售標準型線性滑軌之研究開發製造及銷售線性馬達之研究開發製造及銷售,2012/12/28
978,109/10/25,1599,宏佳騰,－ ,電機機械,台南市山上區南洲里南洲41號,80621419,鍾杰霖,鍾杰霖,林佳慧,經理,胡春慧,06-5783988,20031225,20121225,新台幣                 10.0000元,771317640,0,0,1,統一綜合證券股份有限公司,02-27463797,臺北市松山區東興路8號B1,資誠聯合會計師事務所,林永智,田中玉,AEON,"No.41,Nanzhou,Shanshang Dist.,Tainan City 74342,Taiwan(R.O.C.)",06-5783136,aeon@aeonmotor.com.tw,www.aeonmotor.com,上櫃,機車及其零件製造及銷售沙灘車及其零件製造及銷售其他車輛及其零件製造及銷售,2012/12/25
979,109/10/25,1742,台蠟,－ ,化學工業,嘉義縣民雄工業區中正路一號,22625269,林哲印,林哲印,林哲印,總經理,廖振淵,05-2219180,19870813,20040514,新台幣                 10.0000元,715500000,30088905,0,1,康和綜合證券股份有限公司,02-87871118,台北市信義區基隆路一段176號B1,霈昇聯合會計師事務所,林憲章,王新元,TWC,"1,CHUNG CHENG ROAD,MINHSIUNG INDUSTRIAL PARK　CHIAYI TAIWAN REP.OF CHINA　",05-2130645,twx6688@ms26.hinet.net,http://www.wax.com.tw/,上櫃,軟蠟、硬蠟、凡士林原料之製造配方蠟及製蠟特用化學品之開發、製造,2004/05/14
980,109/10/25,1752,南光,－ ,生技醫療業,台南市新化區中山路1001號,69275313,陳立賢,王玉杯,蔡文泳,處長,陳本忠,06-5984121,19730820,20090810,新台幣                 10.0000元,1009884720,0,0,1,日盛證券股份有限公司,02-25419977,台北市中山區南京東路二段85號7F,資誠聯合會計師事務所台南所,田中玉,林姿妤,NANG KUANG　　,"1001, CHUNG SHAN ROAD, SINHUA  CHEN　　TAINAN  HSIEN  , TAIWAN , R.O.C",06-5981845,nkcp@ms15.hinet.net,http://www.nangkuang.com.tw,上櫃,西藥、醫療器材、動物藥品、飼料添加物、化妝品之製造加工買賣。塑膠原料、塑膠瓶之製造加工買賣。食品製造加工買賣業務及前項有關進出口貿易業務。,2009/08/10
981,109/10/25,1777,生泰,－ ,生技醫療業,台南市新營區開元路168號,72197621,蕭振明,王義烽,王義烽,總經理,莊美琪,06-6362121~3,19821109,20051019,新台幣                 10.0000元,300595500,0,0,2,元大證券股份有限公司股務代理部,(02)2586-5859,103台北市大同區承德路3段210號B1,資誠聯合會計師事務所,田中玉,劉子猛,SYN-TECH,"No.168 Kai Yuan Rd., Hsin Ying DistrictTainan City 73055, Taiwan, R.O.C",06-6351165,fc3@syn-tech.com.tw,http://www.syn-tech.com.tw,上櫃,中.西及動物藥品、環境衛生藥品及化妝品之製造加工及販賣業務各種試藥.食品添加物.香料.界面活性劑之製造加工及販賣業務,2005/10/19
982,109/10/25,1781,合世,－ ,生技醫療業,新北市中和區建一路186號9樓,97304042,楊國和,楊國和,李淑芬,財務處副總,李永珍,82271300,19961216,20041224,新台幣                 10.0000元,474076050,0,0,1,中國信託商業銀行,02-66365566,台北市中正區重慶南路一段八十三號五樓,資誠聯合會計師事務所,徐明釧,支秉鈞,H&L,"9F.NO.186 Jian Yi  Road Chung Ho CityTaipei,Taiwan",82271301,public@hlmt.com.tw,www.healthandlife.com.tw,上櫃,電子血壓計藥物微霧化器,2004/12/24
983,109/10/25,1784,訊聯,－ ,生技醫療業,台北市內湖區新湖一路36巷28號1樓,70836411,蔡政憲,康清原,康清原,總經理,楊志峰,(02)27951777,20000817,20070726,新台幣                 10.0000元,496269240,0,0,1,中國信託商業銀行(股)公司代理部,(02)66365566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,林一帆,潘慧玲,BIONET CORP.,"1F,No.28, Ln. 36 , Xinhu 1st  Rd.Neihu Dist.,Taipei  City 11497, , Taiwan",(02)27938009,investment@BionetCorp.com,http://www.BionetCorp.com,上櫃,細胞治療再生醫療醫療大數據,2007/07/26
984,109/10/25,1785,光洋科,－ ,其他電子業,台南市安南區工業三路1號,43787872,馬堅勇,黃啟峰,黃啟峰,總經理,陳澤輝,06-5110123,19780829,20050131,新台幣                 10.0000元,4984312430,101000000,0,1,台新國際商業銀行股務代理部,02-25048125,10491台北市中山區建國北路一段96號B1,資誠聯合會計師事務所,林姿妤,林永智,Solar,"No.1, Gongye 3rd Rd., Annan Dist,Tainan City 70955, Taiwan (R.O.C.)",06-3843216,cf.huang@solartech.com.tw,http://www.solartech.com.tw/tw/index.html,上櫃,貴金屬材料鑄錠其他,2005/01/31
985,109/10/25,1788,杏昌,－ ,生技醫療業,新北市三重區重新路5段609巷2號8樓之2,23161816,李忠良,陳國師,李映芬,管理處副總經理,張耀元,6626-1166,19890213,20090720,新台幣                 10.0000元,360060120,0,0,1,元富證券股份有限公司股務代理部,(02)2768-6668,台北市松山區光復北路11巷35號地下1樓,安侯建業聯合會計師事務所,楊樹芝,林恒昇,HCI,"8F.2,NO.2,Ln.609,Sec.5,Chongxin Rd.,Sanchong Dist.,New Taipei City 24159,TaiwaR.O.C.",2995-3363,jerry_pon108@hiclearance.com.tw,www.hiclearance.com.tw,上櫃,醫療器材、生化試藥及西藥之買賣業務,2009/07/20
986,109/10/25,1796,金穎生技,－ ,食品工業,台南市新營區新工路33號,16962158,張曉莉,金晉德,蕭興義,副總經理,金晉德,06-5109001,19990717,20180122,新台幣                 10.0000元,278933910,0,0,1,兆豐證券股份有限公司,(02)33930898,台北市忠孝東路二段95號1樓,資誠聯合會計師事務所,林永智,田中玉,GeneFerm,"No.33,Shin-Kung RdShinying City,Tainan County,Taiwan",06-5055750,l1796@ms.tpex.org.tw,http://www.geneferm.com,上櫃,生技食品微生物發酵萃取專業代工,2018/01/22
987,109/10/25,1799,易威,－ ,生技醫療業,新竹科學工業園區新竹市東區研發二路10號1樓,16570131,林翰飛,李艾平,吳雪君,財務協理,林翰飛,(03)666-9596,19980810,20081110,新台幣                 10.0000元,1393796780,81862611,0,1,宏遠證券股份有限公司股務代理部,(02)2326-8818,臺北市大安區信義路四段236號3樓,資誠聯合會計師事務所,劉倩瑜,林玉寬,EASYWELL,"1F., No.10, Yanfa 2nd Road, Hsinchu Science ParkHsinChu 30076, TAIWAN(R.O.C)",(03)666-9697,spokesman@easywellbio.com,http://www.easywellbio.com,上櫃,醫療器材批發業醫療器材零售業國際貿易業,2008/11/10
988,109/10/25,1813,寶利徠,－ ,生技醫療業,33759桃園市大園區南港里11鄰長發路406號,84449952,宋一新,李瑞賢,李瑞賢,總經理,陸芸平,03-3853934,19930922,20090804,新台幣                 10.0000元,466355100,0,0,1,群益金鼎證券股份有限公司,02-27023999,台北市松山區敦化南路二段97號B2,勤業眾信聯合會計師事務所,鄭欽宗,趙永祥,Polylite,"No. 406, Changfa Rd., Dayuan Dist.Taoyuan City 33759, Taiwan R.O.C.",03-3863837,info@gialens.com.tw,http://www.gialens.com.tw　,上櫃,鏡片、鏡框、清洗器具製造加工進出口買賣磁碟光碟片、光學儀器研究開發製造加工進出口買賣隱形眼鏡、清潔液、醫療器材進出口買賣,2009/08/04
989,109/10/25,1815,富喬,－ ,電子零組件業,雲林縣斗六市榴南里斗工十六路8號,16834268,張元賓,陳壁程,謝銘男,副總經理,曾永銘,02-27357658,19990114,20060123,新台幣                 10.0000元,4178964980,0,0,1,富喬工業股份有限公司股務室,02-2705-1333,台北市敦化南路二段九十八號十二樓,勤業眾信聯合會計師事務所,郭文吉,林文欽,FFG,"NO8.Dou Kong 16 RoadDou Leu City,Taiwan.",02-27357698,jeffrey@ffg.com.tw,http://www.ffg.com.tw,上櫃,電子級玻璃纖維電子級玻璃纖維電子級玻璃纖維,2006/01/23
990,109/10/25,2035,唐榮公司,－ ,鋼鐵工業,高雄市小港區沿海二路四號,75460005,吳豐盛(代行),蔡明洲,鄭明正,技術副總經理,劉岳前,07-8022811,19550426,20060707,新台幣                 10.0000元,3500000000,0,0,2,群益金鼎證券股份有限公司,02-2702-3999,台北市敦化南路2段97號地下2樓,安侯建業會計師事務所,陳宗哲,韓沂璉,TE　　,"No.4,  Yen Hai 2nd Rd., Hsiao Kang .,Kaohsiung City,Taiwan ROC",07-8010801,nty@mail.tangeng.com.tw,http://www.tangeng.com.tw,上櫃,不銹鋼品,2006/07/07
991,109/10/25,2061,風青,－ ,電器電纜,高雄市苓雅區新光路38號30樓之4,89260422,陳福得,陳福得,蔡玉賢,稽核主管,黃麗玲,07-2693339,19940910,20101209,新台幣                 10.0000元,586609470,0,0,1,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號6樓,資誠聯合會計師事務所,吳建志,王國華,FENG CHING,"30F.-4, No. 38, Xinguang Rd., Lingya Dist.,Kaohsiung City 802, Taiwan (R.O.C.)",07-2693515,r7873942@ms23.hinet.net,http://www.fcm.com.tw,上櫃,銅材、銅線、漆包線之製造加工買賣業務電子材料批發業一般貿易業務(許可業務除外),2010/12/09
992,109/10/25,2063,世鎧,－ ,鋼鐵工業,高雄市岡山區本洲里本工一路一號,86637206,杜泰源,林上安,林上安,總經理,鄭守傑,07-6225669,19920428,20100907,新台幣                 10.0000元,450000000,0,0,1,永豐金證券股份有限公司,02-23816288,10044台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,郭麗園,龔俊吉,SHEH KAI,"NO.1, Ben Gong 1st Rd., Ben Chou Industrial Park, Kangshan TownKaohsiung82059, Taiwan",07-6230964,roger@shehkai.com.tw,www.shehkai.com.tw,上櫃,螺絲、螺帽、螺絲釘及鉚釘等製品製造業金屬線製品製造業,2010/09/07
993,109/10/25,2064,晉椿,－ ,鋼鐵工業,50544彰化縣鹿港鎮鹿工路24號,30826319,陳譽,陳譽,陳譽,執行長,張廷宇,04-7810000,19710510,20141226,新台幣                 10.0000元,696300000,0,0,1,群益金鼎證券股份有限公司,02-27035000,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,黃柏淑,俞安恬,CAMELLIA,"No.24, Lugong Rd., Chang Bin Industrial ParkLugang Town, Chang Hua County , Taiwan",04-7810099,cametal.taiwan@msa.hinet.net,http://www.camelliametal.com,上櫃,快削鋼、磨光鋼、棒鋼、中碳鋼、鋼線、鐵線、不鏽鋼材等買賣鐵絲、鐵釘製品之製造加工各項有關產品之買賣進出口貿易,2014/12/26
994,109/10/25,2065,世豐,－ ,鋼鐵工業,(82547)高雄市橋頭區頂鹽里復興西路810號,31213886,杜泰源,陳駿彥,陳秀珠,協理,陳姿吟,07-6116116,19730809,20170421,新台幣                 10.0000元,405884180,0,0,1,富邦綜合證券股份有限公司,02-23611300,台北市許昌街17號2樓,安侯建業聯合會計師事務所,關春修,陳惠媛,SF,"No.810, Fuxing W. Rd.Kaohsiung City 82547, Taiwan (R.O.C.)",07-6197589,investor@shehfung.com,www.shehfung.com,上櫃,各種螺絲、木質螺絲普通木螺釘及有關固定物製造加工買賣。各種有關螺絲機械之製造及加工買賣。表面處理、熱處理及伸線製造及買賣業務。,2017/04/21
995,109/10/25,2066,世德,－ ,電機機械,高雄市大寮區(831)大發工業區華西路20號,22546808,陳光裕,吳森富,顏蘋,財務長,陳怡樺,07-7889168,19880129,20130924,新台幣                 10.0000元,365028700,0,0,1,台新國際商銀股務代理部,02-25048125,台北市中山區建國北路一段96號B1,安侯建業聯合會計師事務所,陳國宗,許振隆,SUMEEKO,"No.20,HuaxiRd.,Ta-Fa Industrial Dist.Kaohsiung County 831 Taiwan,R.O.C.",07-7887868,invest@sumeeko.com,www.sumeeko.com,上櫃,汽車、機械用之特殊零件、配件生產及研發汽車用之標準扣件(有螺紋及無螺紋產品)電子、建築、家具及其他產業用之有螺紋扣件產品,2013/09/24
996,109/10/25,2067,嘉鋼,－ ,電機機械,(62155)嘉義縣民雄鄉民雄工業區成功二街21號,66402912,曹光照,曹恆健,曹恆健,總經理,蕭景淑,(05)2211411,19740411,20140526,新台幣                 10.0000元,451381770,0,0,1,華南永昌綜合證券股份有限公司,(02)2718-6425,10574 台北市民生東路四段54號4樓,勤業眾信聯合會計師事務所,江佳玲,吳秋燕,CYSTEEL,"21 Chenggong 2nd St. Minxiong Township,Chia Yi County, Taiwan",(05)2208033,abby@cysteel.com.tw,http://www.cysteel.com.tw/,上櫃,各種鑄鐵之鑄造及加工買賣業金屬原物料之買賣業務前各項產品之進出口業務,2014/05/26
997,109/10/25,2070,精湛,－ ,電機機械,高雄市湖內區忠孝街110巷58號,89855649,吳俊男,吳俊男,瞿淑婷,財務部經理,謝博彬,07-6937937,19940921,20181217,新台幣                 10.0000元,357828000,0,0,1,群益金鼎證券股份有限公司,02-2703-5000,台北市敦化南路二段97號B2,資誠聯合會計師事務所,田中玉,劉子猛,Ching Chan,"No. 58,Lane 110,Zhongxiao St.,Hu-Nei Dist., Kaohsiung City 82945,TaiwanKaohsiung 82945, Taiwan",07-6937772,ccm@ccm3s.com,http://www.ccm3s.com/,上櫃,機器設備製造業其他,2018/12/17
